1098	77	1
579	159	0
138	110	0
1267	103	1
487	34	1
2323	60	0
2139	244	1
2092	165	1
493	48	1
140	215	0
95	6	1
346	23	0
2183	47	0
1029	77	1
2282	258	0
1456	184	1
2058	207	0
898	73	0
907	237	0
799	48	1
20	44	1
363	6	1
980	123	0
2058	63	0
2109	53	0
1655	50	0
1157	116	1
1118	77	1
121	274	0
21	34	1
1791	230	0
641	227	1
1554	13	0
1484	135	1
865	27	0
1185	288	1
1055	77	1
1582	110	0
77	55	1
838	142	1
1517	263	0
1679	297	0
1279	109	1
1349	94	1
634	174	1
1884	181	0
1656	274	1
890	53	1
1911	188	0
1078	134	0
1584	44	0
487	64	0
1574	142	1
793	11	0
651	129	0
1865	211	1
602	18	0
1256	62	0
1085	103	0
1202	22	0
307	6	1
2145	167	0
1076	34	0
1498	139	1
844	226	1
1728	174	1
189	6	1
1741	218	1
1934	89	0
1851	111	0
1195	91	1
1568	34	1
367	50	1
472	26	0
2304	25	0
239	6	1
15	4	1
932	244	1
658	34	1
1403	22	0
2230	177	0
833	50	1
1225	91	1
238	50	0
1238	288	1
170	288	1
494	129	0
1646	58	1
1383	105	0
59	132	1
111	48	1
1711	174	1
58	64	1
358	72	1
2135	244	1
1092	77	1
33	91	1
303	6	1
1502	138	1
1937	69	0
881	77	1
145	171	0
401	193	0
1618	148	0
910	288	0
2129	244	1
1255	97	1
435	50	1
1486	198	0
822	142	1
2238	273	1
902	142	0
299	103	0
1018	207	0
459	41	0
627	34	1
1403	256	0
529	48	1
317	68	0
1605	146	1
1172	90	1
590	47	0
2093	136	0
1247	93	1
521	227	1
600	34	1
1173	90	1
1184	8	0
1316	5	0
55	5	1
2087	165	1
923	53	1
1867	282	0
32	211	1
2138	87	0
1301	207	1
315	6	1
643	105	1
1529	279	0
579	218	1
259	18	0
449	174	0
540	34	1
103	128	1
539	50	1
134	165	1
2055	54	0
1963	184	0
287	145	1
2223	267	1
541	34	1
1430	139	0
993	58	0
104	50	1
1402	258	0
766	205	0
1996	146	0
2267	188	0
12	78	0
1643	250	0
1098	122	0
651	216	0
1444	183	0
47	86	1
1326	46	0
994	10	0
58	72	1
103	229	1
2018	266	0
1975	203	0
1216	91	1
418	131	0
1401	26	1
155	165	1
2001	192	0
337	288	1
556	288	1
280	91	1
1624	227	0
1371	235	0
1915	43	0
1756	290	1
523	288	0
91	48	1
1583	145	1
2285	286	1
2154	86	0
1085	5	0
1692	158	0
1500	74	0
760	48	1
9	245	1
508	211	1
428	138	1
158	194	1
1595	157	1
149	50	1
2302	125	0
1367	26	1
190	152	0
424	48	1
141	123	1
1161	274	0
852	91	0
69	50	1
58	132	1
1195	110	0
1002	91	0
1736	174	1
1345	233	1
396	156	0
2160	119	0
288	6	1
495	48	1
2107	165	1
1985	142	1
2079	228	0
572	261	0
1520	200	0
1871	182	0
314	91	1
993	105	1
2139	108	0
787	48	1
32	220	1
2202	60	0
618	34	1
840	142	1
411	44	0
1661	159	1
877	39	0
1957	223	1
848	175	1
2067	7	0
681	48	1
446	284	0
96	48	1
2047	227	1
506	192	0
32	155	1
1933	220	1
1152	135	0
468	264	0
1057	9	0
127	79	1
1946	7	0
1699	173	1
1142	85	1
1669	174	1
1857	199	0
19	4	1
875	50	1
817	44	0
1529	46	0
2180	244	1
337	91	1
230	28	0
179	6	1
135	123	1
1572	141	1
2304	288	1
448	34	1
101	217	0
1503	139	1
1403	109	0
119	17	1
2206	267	0
48	14	1
582	72	1
1027	174	1
210	8	1
1023	75	1
672	20	0
839	142	1
1732	174	1
1873	211	1
90	7	1
177	50	1
2261	189	0
1946	237	0
998	72	1
706	191	0
448	91	0
1428	40	0
875	244	1
175	2	0
491	294	0
351	6	1
1610	148	1
634	49	1
330	203	0
1291	46	0
1916	281	0
564	234	0
789	75	1
715	34	1
526	289	0
547	34	1
191	6	1
1651	156	1
2003	247	1
99	7	1
620	106	0
834	142	1
2229	236	0
72	63	0
1978	239	0
2299	132	0
8	4	1
855	50	1
1305	122	0
654	34	1
105	187	0
1292	267	0
643	180	0
438	34	1
329	91	1
1118	256	0
9	234	0
132	133	0
1605	142	0
451	26	0
565	34	1
784	110	1
1122	77	1
417	96	1
1632	49	0
902	53	1
1694	265	0
500	34	1
1252	63	0
136	165	1
1202	50	0
1223	268	0
1677	244	1
714	11	1
1909	64	0
691	34	1
491	212	0
1748	200	0
853	50	1
756	111	0
325	91	1
969	14	0
1843	51	0
21	77	0
202	210	0
664	34	1
2185	203	0
62	50	1
473	67	0
1026	105	1
209	273	0
1929	197	0
1025	282	0
161	6	1
111	50	1
530	94	1
2101	194	0
2161	244	1
1521	197	0
1976	142	1
1160	160	0
1724	270	0
1516	103	0
1622	116	1
32	108	1
847	50	1
1642	286	0
626	177	1
2327	233	0
944	252	0
219	271	0
1776	177	0
32	43	1
883	53	1
1545	74	0
1497	138	1
1247	62	0
1176	46	0
356	62	0
2045	113	0
329	238	0
2312	288	0
2163	185	0
1865	170	0
250	6	1
850	204	0
58	185	1
177	34	1
134	194	1
155	119	0
2208	261	0
273	246	0
1205	91	1
1172	9	0
1140	83	1
47	118	1
1456	132	1
481	47	0
1940	122	0
2223	221	0
1428	11	1
566	34	1
2232	167	0
1525	138	1
9	145	1
1220	116	1
32	289	1
2173	104	0
1041	298	0
491	195	0
1496	54	0
1241	148	1
2026	54	0
672	221	0
17	178	1
1638	238	0
938	179	0
634	217	1
2171	43	0
92	244	1
460	44	1
1352	68	0
2230	205	0
280	49	1
18	168	0
625	132	1
1208	102	0
892	53	1
1730	174	1
2139	135	0
847	41	0
282	8	1
1573	231	0
1780	61	0
676	173	1
1253	38	0
127	12	1
2021	206	0
450	40	1
710	174	1
253	291	0
944	24	0
1505	243	0
419	50	1
1007	77	1
765	48	1
2154	244	1
613	72	1
940	211	1
1196	242	0
2219	265	1
14	34	1
687	86	1
366	61	1
85	50	1
1883	211	1
1276	290	0
2182	256	0
522	127	0
1145	145	0
1702	174	1
1307	79	0
465	94	1
1508	21	0
1693	156	1
1684	296	0
1245	175	0
1931	142	0
618	245	0
1446	128	0
694	64	0
620	91	0
45	5	1
1465	37	0
671	50	1
1121	294	0
2118	13	0
1245	165	1
865	76	1
1473	134	1
1516	138	1
20	5	1
1474	116	1
494	50	1
476	105	1
290	43	0
912	53	1
1530	133	0
1754	203	0
629	34	1
653	34	1
1975	73	0
1031	132	1
103	49	1
1782	86	1
438	233	0
1083	49	1
39	228	0
776	48	1
1776	29	0
1586	241	0
1465	69	0
1556	75	0
702	50	1
2149	244	1
1871	284	0
103	165	1
866	251	0
30	130	0
1556	138	1
1969	142	1
1578	162	0
112	183	1
1210	91	1
337	81	0
1146	88	1
1544	163	0
285	6	1
1240	143	0
353	231	0
103	86	1
1002	210	0
104	19	0
66	168	0
32	61	1
191	184	0
2230	35	0
836	46	0
136	260	0
1115	85	0
1523	139	1
1166	116	1
1832	207	1
191	94	0
1331	279	0
1326	59	0
1991	57	0
495	201	0
1505	133	0
1928	220	1
580	50	1
1026	77	1
1887	211	1
428	183	1
577	81	0
1803	218	0
153	19	1
1098	134	0
9	77	1
225	185	0
1431	11	1
57	8	1
1666	160	1
1505	138	1
104	125	0
426	36	1
801	139	1
113	145	1
122	85	0
1927	220	1
56	115	0
732	44	1
1732	238	0
31	73	1
1400	240	0
1471	134	1
1979	92	0
414	32	1
321	281	1
953	58	1
20	6	1
1621	189	0
850	76	1
1720	136	0
1396	158	0
1756	265	0
1393	26	1
1063	14	0
6	54	0
2027	227	1
561	105	1
101	185	0
1342	133	0
258	6	1
1453	278	0
136	148	1
550	34	1
847	150	0
901	40	0
634	175	1
501	48	1
83	48	1
1114	77	1
651	190	0
1214	91	1
1038	230	0
135	243	1
826	111	0
516	132	1
1694	26	0
1997	142	1
376	240	0
1506	227	1
885	91	1
1825	154	0
1175	99	0
1071	171	0
1521	23	0
203	284	0
460	48	1
787	49	1
2149	220	0
2208	257	1
1478	116	1
1262	33	0
1489	256	0
1260	140	0
56	8	1
1198	11	0
215	6	1
163	6	1
1029	204	0
426	205	0
953	251	0
1256	8	1
548	34	1
1527	218	1
609	218	1
467	218	1
974	227	0
498	34	1
2262	30	0
415	32	1
1560	35	0
1603	75	0
940	58	1
1015	79	0
2231	233	0
1731	209	0
497	178	0
948	61	1
1948	68	0
1295	24	0
70	242	0
741	55	0
1000	38	0
105	217	1
1637	257	0
621	12	0
1478	291	1
473	105	1
1295	110	0
209	6	1
1467	37	0
406	42	0
1748	218	1
887	194	1
1460	132	1
358	6	1
167	6	1
2269	66	0
643	138	1
77	259	0
32	198	1
1616	114	1
1710	243	0
852	159	1
917	53	1
1054	44	0
2200	253	1
1820	200	1
201	34	0
127	91	1
1518	285	0
1818	142	0
1330	94	1
1274	105	1
134	19	0
2299	288	1
412	22	0
2096	100	0
1281	34	0
1268	208	0
174	253	0
1882	211	1
546	63	0
1134	80	1
321	42	1
453	50	1
136	19	1
216	232	0
2142	244	1
1136	259	1
95	276	1
1976	293	0
90	50	1
1884	52	0
2121	108	0
1768	86	1
1995	67	0
1720	174	1
45	34	1
1165	48	0
1346	94	1
149	19	1
200	6	1
1166	134	0
2119	199	0
552	34	1
1908	223	1
1703	98	0
434	272	0
1245	68	0
356	248	0
713	295	0
1024	174	1
1136	116	1
1659	152	0
661	34	1
1242	91	1
946	227	1
1287	106	0
2176	157	0
2156	298	0
547	50	1
546	50	1
1234	69	0
1028	174	1
321	77	1
1435	199	1
1259	272	0
315	66	0
674	174	1
1942	61	0
2245	193	0
1714	106	0
138	288	1
89	50	1
1270	105	1
984	127	0
197	43	0
147	25	0
32	276	1
151	19	1
2070	227	0
812	50	1
538	280	0
459	86	1
1632	267	1
1056	77	1
1065	259	0
1357	126	1
1979	19	0
47	244	1
1642	259	0
1084	53	0
1044	193	0
10	178	1
9	26	1
335	270	0
1871	3	0
1767	187	1
468	218	1
2122	116	0
407	92	0
266	6	1
731	153	0
2206	196	0
694	68	0
2174	244	1
1435	267	0
880	50	1
129	14	1
1255	192	1
1837	247	0
13	4	1
467	77	1
65	38	0
68	132	1
1306	272	0
479	50	1
366	123	0
907	53	1
1272	298	0
798	49	1
467	142	1
341	225	0
172	223	0
837	122	0
449	50	1
661	17	0
1984	112	0
1179	147	0
1508	138	1
1697	173	1
14	229	0
1145	88	1
504	34	1
327	91	1
886	152	0
61	7	1
668	232	0
1323	94	1
1731	204	0
719	85	0
181	196	0
1753	189	0
549	114	0
1238	7	0
16	5	1
1391	162	0
1547	138	1
713	34	1
103	139	1
761	48	1
1064	105	0
1563	277	0
1304	131	1
1706	174	1
137	288	1
737	47	1
139	108	0
2314	291	1
2160	244	1
1020	86	0
1342	158	0
2265	297	1
358	44	1
555	122	0
1618	250	0
731	223	0
899	53	1
1020	62	0
420	59	0
1992	142	1
532	166	0
397	76	1
280	26	1
749	48	1
1917	235	0
1040	77	1
660	40	0
417	32	1
32	244	1
1426	26	1
1174	24	0
733	286	1
2101	165	1
63	36	0
541	48	1
844	77	1
1762	40	0
555	205	0
385	21	1
1022	240	0
1841	293	0
1111	167	0
458	116	0
158	8	1
1318	291	0
1619	182	0
455	256	0
2322	249	0
106	217	1
1602	156	0
2184	245	1
257	103	0
2012	277	0
223	6	1
493	62	0
747	164	0
69	7	1
9	4	1
1126	142	1
78	55	1
18	5	1
177	257	1
2187	72	0
1740	226	1
1609	148	1
451	57	0
798	48	1
623	115	0
83	175	1
407	91	1
1025	64	0
1893	295	0
128	69	1
541	220	0
184	132	1
1465	132	1
156	194	1
1026	177	0
874	34	0
283	107	0
1353	54	0
676	141	0
45	142	1
1360	299	0
105	94	0
1234	148	1
1095	295	0
1659	157	1
789	49	1
2300	0	0
807	59	0
926	53	1
263	251	0
797	49	1
109	48	1
943	61	1
1029	174	1
854	77	1
467	34	1
575	53	0
2329	201	0
475	246	0
602	34	1
116	9	1
197	108	0
718	155	0
1348	116	0
957	64	1
2134	244	1
1862	249	0
1672	63	0
292	206	0
1072	267	0
202	6	1
208	6	1
2092	215	0
183	273	1
798	71	0
683	34	1
861	89	0
263	56	1
590	107	0
634	106	1
1577	132	1
1015	159	0
1633	203	0
407	167	1
50	198	1
1874	139	0
1877	211	1
1804	194	1
2321	263	0
508	34	1
465	270	0
254	245	0
12	247	0
682	99	0
1848	211	1
350	6	1
1700	134	0
1963	259	0
584	34	1
634	142	1
1231	288	1
354	243	1
942	143	0
343	99	1
1641	95	0
1957	202	0
176	257	1
679	48	1
2071	245	0
151	120	0
467	165	0
315	158	0
2017	17	0
1598	145	1
1116	77	1
471	34	1
1256	102	0
2206	256	1
121	142	1
1647	18	0
1736	277	0
576	34	1
190	280	0
69	109	1
1125	40	0
1175	8	0
560	34	1
747	61	0
1635	4	0
1786	159	0
643	137	0
733	45	1
1912	286	0
2133	244	1
697	34	1
455	34	1
1509	260	0
1458	38	0
1039	57	0
2166	96	0
957	202	0
113	8	1
1780	222	0
570	34	1
1474	98	0
123	13	0
1062	76	0
912	116	1
320	222	1
32	40	1
269	188	0
311	6	1
2143	37	0
77	157	1
2029	227	1
1207	291	0
128	8	1
1765	64	0
47	179	1
1569	34	1
679	34	1
213	6	1
36	271	0
2297	288	1
2126	243	1
981	171	0
50	121	0
32	223	1
130	14	1
1204	288	1
269	6	1
1143	136	1
1978	142	1
682	50	1
687	34	1
1318	123	1
1213	109	0
103	288	1
2304	45	0
536	75	0
241	99	0
963	241	0
512	141	0
1435	157	0
59	2	0
2050	227	1
1551	79	0
318	50	1
1255	203	0
1957	126	0
236	292	0
1813	124	0
621	77	1
308	26	1
1995	124	0
113	76	1
380	182	1
398	138	1
374	122	1
1362	26	1
547	293	0
2048	227	1
923	103	0
1815	199	1
2173	233	0
756	174	0
451	40	1
1744	46	0
272	16	0
2203	283	0
1469	116	1
1835	255	0
33	288	1
886	214	1
936	232	0
1519	267	0
300	6	1
2122	240	1
327	273	0
991	69	1
1121	77	1
1117	77	1
1277	68	0
32	177	1
629	77	1
1445	132	1
989	187	0
490	141	0
1818	273	1
638	34	1
1642	134	0
2053	193	0
881	76	1
2013	226	1
499	34	1
697	252	0
369	138	1
1488	265	0
2277	191	0
1364	91	0
1476	70	0
17	146	0
2243	23	0
58	26	1
207	105	0
1504	281	0
997	72	1
1175	90	1
1653	157	0
1494	98	0
136	123	1
1601	165	1
1404	218	1
934	226	0
2009	236	0
965	21	0
223	51	0
343	84	0
1780	106	0
960	64	1
101	50	1
2074	217	0
2248	273	1
585	34	1
1285	109	1
181	76	1
574	240	0
2116	261	0
2148	245	0
2318	63	0
1880	211	1
1633	245	0
451	108	0
722	249	0
139	6	1
927	83	0
647	50	1
1396	76	0
982	219	0
103	218	1
1196	259	0
1418	26	1
1027	105	1
483	77	1
1878	275	0
1519	25	0
1844	187	0
2090	64	0
1296	50	0
435	174	1
1632	116	1
2300	122	0
927	16	0
104	6	1
1917	218	1
1092	160	0
8	244	1
487	257	0
1644	233	0
1468	274	0
805	143	0
1280	225	0
1057	77	1
1559	243	0
1502	48	0
1732	165	0
1934	76	0
291	50	0
354	115	0
385	85	0
68	7	1
1721	97	0
601	243	0
321	293	0
1715	272	0
2202	253	1
1896	125	0
1930	288	0
562	30	0
1525	218	1
337	6	1
1044	65	0
817	50	1
84	268	0
1059	109	0
1765	186	1
2320	3	0
685	50	1
1516	51	0
652	60	0
2310	288	1
1670	165	1
280	6	1
314	120	0
1253	169	0
634	138	1
2287	117	0
930	288	0
1986	142	1
325	218	1
278	11	0
1083	109	1
1031	77	1
369	22	1
1823	203	1
21	45	1
1727	73	0
166	50	1
1351	104	0
1106	77	1
318	34	1
774	296	0
1912	218	1
173	6	1
1379	99	0
724	61	0
248	201	0
98	7	1
1934	135	0
522	79	0
1905	113	0
979	66	1
1019	138	1
845	218	1
1216	282	1
2233	87	0
1719	174	1
1220	152	0
181	50	1
1644	35	0
95	211	1
1334	181	0
815	244	1
1160	32	0
1784	11	0
1487	135	1
728	108	0
883	52	1
904	88	1
1709	218	1
610	241	0
1932	220	1
407	168	1
1681	74	0
2313	61	0
2116	235	1
50	256	0
235	101	0
1996	134	0
2035	54	0
844	236	0
875	227	1
1360	26	1
598	77	1
643	174	1
785	50	1
325	105	1
486	239	0
66	34	1
715	118	0
27	21	0
69	88	1
59	226	1
1753	178	1
1022	125	0
2141	172	0
1583	278	0
73	7	1
1458	288	0
402	28	1
116	139	1
282	6	1
1355	268	0
602	196	0
926	204	0
831	50	1
322	6	1
1407	264	0
368	121	1
2219	264	0
858	279	0
1928	241	0
585	26	1
1553	138	1
225	6	1
241	225	0
1028	105	1
144	19	1
103	257	1
674	34	1
1467	176	1
1467	194	1
2194	77	0
780	127	0
1238	91	1
2072	165	1
680	50	1
832	244	1
1575	143	1
1816	199	1
2108	165	1
45	50	1
883	280	0
126	12	1
1300	111	1
766	44	0
2108	133	0
166	52	0
1911	240	0
1677	47	0
1667	16	0
833	218	1
2114	228	0
198	8	1
2243	211	0
1526	166	0
695	34	1
2301	165	0
1136	88	1
33	61	1
835	50	1
249	6	1
456	48	1
974	83	0
1473	280	0
1688	139	1
644	34	1
641	34	1
301	6	1
2183	19	0
104	7	1
2313	290	1
1123	37	0
1778	223	0
2270	19	0
830	10	0
580	48	1
823	50	1
1611	142	0
542	94	0
2273	223	0
958	70	0
50	217	0
777	28	0
1065	77	1
197	6	1
556	108	1
1186	165	1
942	59	1
689	50	1
2242	168	0
1220	91	1
1859	211	1
1492	136	1
305	6	1
1133	56	1
2022	226	1
255	14	0
1268	114	0
876	138	1
79	244	1
529	50	1
2181	279	0
561	194	0
1905	218	1
1956	132	1
988	66	1
1753	183	0
1895	73	0
2050	195	0
877	76	1
1806	83	0
486	104	0
2236	179	0
29	293	0
591	206	0
1811	198	1
759	48	1
710	50	1
1284	74	0
826	199	0
499	143	0
1399	115	0
2191	46	0
479	216	0
545	42	0
511	50	1
2315	162	0
104	138	1
842	82	0
809	203	0
824	50	1
1121	46	0
992	103	0
933	144	0
1836	201	0
109	274	0
589	34	1
1847	288	0
48	266	1
1881	211	1
2099	167	0
1577	228	0
978	204	0
1863	211	1
1694	206	1
333	124	0
1741	118	0
48	97	0
1955	233	0
378	247	0
515	139	1
468	94	1
1230	148	0
455	23	0
845	50	1
1009	210	0
1051	88	0
1634	227	0
591	182	0
1506	261	0
2128	244	1
1517	138	1
606	174	0
445	34	1
2012	145	0
758	48	1
70	108	0
76	76	0
402	188	0
1317	123	1
68	226	1
372	114	0
1585	84	0
166	39	1
128	99	1
1656	156	1
1010	20	0
1549	124	0
58	138	1
958	183	1
547	229	0
593	34	1
377	36	0
999	72	1
883	88	1
506	257	0
388	144	0
539	202	0
1329	292	0
1304	222	0
1915	268	0
1487	139	1
1346	266	0
109	50	1
211	81	0
787	119	0
2225	267	1
617	66	0
146	19	1
565	10	0
338	62	0
2132	238	0
1843	232	0
1681	171	1
1262	101	1
474	24	0
389	91	0
377	24	1
382	25	1
907	15	0
1080	77	1
1837	174	0
1339	116	0
1484	42	0
2275	104	0
817	142	1
809	86	1
106	50	1
1531	163	0
1226	169	0
1920	251	0
104	43	1
849	218	1
67	88	1
947	58	0
2106	54	0
1223	91	1
2329	298	1
1022	75	1
767	206	0
1475	116	0
1443	254	0
1193	91	1
773	174	0
1776	212	0
410	40	0
181	77	1
1352	276	0
454	43	1
609	121	0
810	285	1
157	194	1
2190	243	1
520	34	1
1218	137	0
231	64	0
1667	210	1
695	120	0
1324	129	0
193	6	1
1713	174	1
1951	265	0
162	6	1
2071	82	0
964	64	1
127	139	1
365	123	1
1001	83	0
596	77	1
634	223	1
1618	116	1
734	208	0
419	78	0
100	50	1
1904	268	0
1817	273	1
1073	237	0
820	218	1
103	142	1
49	5	1
630	34	1
1829	266	0
400	150	0
368	288	0
1046	77	1
1478	132	0
1835	211	1
1731	276	0
1979	10	0
630	72	1
1658	51	1
103	44	1
1132	236	0
737	279	0
1846	260	0
119	10	1
2142	36	0
1147	163	0
839	174	1
197	81	0
2075	165	1
78	50	1
2012	178	0
474	34	1
1638	239	0
791	229	0
1432	11	1
1664	160	1
2215	288	0
307	180	0
232	108	0
366	20	1
628	53	0
2155	244	1
1929	165	0
2215	255	0
894	222	0
605	34	1
480	48	1
1758	290	1
342	277	0
545	48	1
1631	116	1
899	1	0
170	273	1
135	19	1
131	32	1
393	208	0
783	264	0
911	134	1
1671	166	1
485	34	1
1714	174	1
1052	227	0
1073	109	0
926	27	0
630	174	1
20	246	1
105	50	1
802	245	1
725	296	1
142	6	1
27	5	1
1943	48	0
1529	13	0
59	128	1
537	182	0
1675	169	1
65	40	1
2126	119	0
1759	206	1
1473	116	1
1111	77	1
1933	147	0
20	291	0
809	77	1
562	34	1
1378	138	1
379	25	1
855	76	1
992	70	1
1126	77	1
783	218	0
659	134	0
568	34	1
682	187	0
717	191	0
1315	283	0
1061	47	0
320	165	1
821	50	1
31	58	1
1454	132	1
32	145	1
1346	233	0
2005	247	1
177	113	1
2203	253	1
756	132	1
1250	38	0
8	7	1
1518	211	0
1535	85	0
178	288	1
603	254	0
12	4	1
732	286	1
925	88	1
807	138	1
1335	17	0
747	145	0
1322	117	0
174	6	1
76	34	0
96	77	1
1586	145	1
528	48	1
1103	3	0
1245	93	1
2205	256	1
1980	142	1
855	85	0
2210	222	0
2182	244	1
1845	169	0
1277	107	1
981	66	1
776	64	1
2098	44	0
929	251	0
625	61	0
2309	237	0
2253	228	0
1574	35	0
258	272	0
913	103	1
1159	116	1
475	132	0
1964	139	0
1420	207	1
1064	77	1
1308	123	0
85	153	0
790	49	1
472	104	0
146	283	0
1320	78	0
937	159	0
359	189	0
1178	91	1
2246	9	0
332	1	0
32	5	1
465	174	1
839	16	0
449	48	1
1038	87	0
1574	87	0
21	138	1
403	108	1
247	6	1
1513	228	0
2061	227	1
461	279	0
1032	242	1
641	285	0
1209	134	0
954	65	0
2009	234	0
652	140	0
1096	77	1
1399	26	1
2189	243	1
198	179	0
2288	25	0
797	10	0
2079	230	0
504	26	1
2272	44	1
8	218	1
2107	220	0
2055	227	1
878	76	1
1402	26	1
60	244	1
915	53	1
371	2	1
2063	182	0
1895	218	1
591	245	0
538	229	0
905	53	1
1780	86	1
548	271	0
1059	77	1
1459	148	0
1387	26	1
367	261	0
611	227	1
59	50	1
1583	23	0
2145	195	0
771	48	1
794	48	1
1605	154	0
1217	282	0
768	207	0
1009	76	1
647	35	0
803	282	0
1791	86	1
1911	218	1
613	218	1
807	50	1
101	205	0
90	244	1
58	34	1
2193	78	0
1925	220	1
1290	110	1
1007	208	1
2294	43	0
722	44	1
1344	69	0
290	6	1
306	184	0
639	218	1
829	50	1
954	26	1
597	128	0
829	218	1
1337	142	1
307	221	0
508	60	1
840	138	1
1388	197	0
863	136	0
735	45	1
2222	267	1
1256	57	0
99	127	0
1722	92	0
654	61	0
1259	99	1
928	233	0
1833	168	0
990	68	1
668	249	0
1888	140	0
484	34	1
65	101	0
316	6	1
1049	174	0
716	174	1
773	280	0
732	271	0
103	39	1
369	293	0
1523	138	1
30	297	1
2047	283	0
11	178	1
389	234	0
854	158	0
1345	157	1
1624	52	0
59	34	1
1411	121	0
673	34	1
876	94	1
1285	110	1
6	91	1
974	210	1
1163	110	0
1617	114	1
386	135	1
1250	134	1
1425	26	1
1672	99	0
604	34	1
2243	236	0
325	75	1
1156	88	1
106	40	1
321	64	1
1080	52	0
1514	138	1
1379	5	0
59	142	1
1741	174	1
445	152	0
1442	130	1
1231	91	1
67	7	1
1705	174	1
1848	288	0
449	34	1
1285	9	0
2249	23	0
179	274	0
766	48	1
1055	208	1
115	9	1
1982	217	0
160	48	1
21	288	1
2319	199	0
677	76	0
844	50	1
2149	21	0
1012	91	1
1036	168	0
913	53	1
250	243	1
36	275	0
284	6	1
512	59	0
1882	205	0
1633	282	0
51	2	0
1626	105	0
1620	288	1
1115	21	0
993	72	1
794	49	1
1598	267	1
579	34	1
84	97	0
1391	26	1
1126	218	1
102	87	0
1743	14	0
147	131	0
906	265	0
889	203	0
436	40	1
94	44	1
1137	83	1
806	174	1
83	178	1
647	48	1
112	24	0
1967	132	0
